Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,Inter Crop,price,Season,Land Size,Previous Crop,Crop Rotation Score,N,P,K,pH,Fertilizer,Soil Health Score
2017,Davangere,96,3550,27,Sandy Loam,Drip,804,57.5,Coconut,Pepper,203317,Rabi,3,Coffee,2,178.4,19.9,199.7,6.46,MOP (Muriate of Potash),7.05
2017,Davangere,96,3550,27,Sandy Loam,Drip,804,57.5,Coconut,Cocoa,203317,Rabi,3,Ginger,2,185.3,15.4,183,6.3,MOP (Muriate of Potash),7.08
2017,Davangere,96,3550,27,Sandy Loam,Drip,804,57.5,Coconut,Banana,203317,Rabi,3,Blackgram,1,165.1,14.9,185.6,6.71,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.56
2017,Davangere,96,3550,27,Sandy Loam,Drip,804,57.5,Coconut,Ginger,203317,Rabi,3,Arecanut,1,167.3,16.1,215.9,6.58,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.89
2017,Davangere,96,3550,27,Sandy Loam,Drip,804,57.5,Coconut,Cardamum,203317,Rabi,3,Tea,1,186.7,15,187.7,6.23,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.8
2015,Davangere,6631,3654,194,Red Sandy,Spray,1647,57,Groundnut,Blackgram,1493,Zaid,4,Blackgram,1,146.8,9.7,147.1,5.56,FYM (Farm Yard Manure) + Dolomite Lime + SSP (Single Super Phosphate),4.99
2015,Davangere,6631,3654,194,Red Sandy,Spray,1647,57,Groundnut,Castor,1493,Zaid,4,Coconut,2,144.8,10.8,148.3,5.75,Dolomite Lime + SSP (Single Super Phosphate),5.59
2015,Davangere,6631,3654,194,Red Sandy,Spray,1647,57,Groundnut,Pearl millet,1493,Zaid,4,Ginger,2,160.1,12.1,141.6,6.06,SSP (Single Super Phosphate),5.97
2015,Davangere,6631,3654,194,Red Sandy,Spray,1647,57,Groundnut,Sesame,1493,Zaid,4,Pepper,2,165.1,8.5,174.9,6.14,SSP (Single Super Phosphate),5.95
2016,Davangere,6705,233,195,Red Sandy,Spray,975,57,Groundnut,Blackgram,64409,Zaid,4,Cardamum,2,142.4,9.7,172.2,6.02,SSP (Single Super Phosphate),6.41
2016,Davangere,6705,233,195,Red Sandy,Spray,975,57,Groundnut,Castor,64409,Zaid,4,Paddy,2,147.4,9.3,154.8,5.84,SSP (Single Super Phosphate),5.6
2016,Davangere,6705,233,195,Red Sandy,Spray,975,57,Groundnut,Pearl millet,64409,Zaid,4,Cocoa,2,164.7,10.2,158.5,6.02,SSP (Single Super Phosphate),5.98
2016,Davangere,6705,233,195,Red Sandy,Spray,975,57,Groundnut,Sesame,64409,Zaid,4,Coffee,2,141.5,9.5,168.5,6.13,SSP (Single Super Phosphate),5.76
2017,Davangere,5876,233,196,Red Sandy,Spray,2,60,Groundnut,Blackgram,249978,Zaid,4,Cardamum,2,160.5,11.2,144.3,5.81,SSP (Single Super Phosphate),6.4
2017,Davangere,5876,233,196,Red Sandy,Spray,2,60,Groundnut,Castor,249978,Zaid,4,Paddy,2,161.3,9.5,150.8,5.76,Dolomite Lime + SSP (Single Super Phosphate),5.67
2017,Davangere,5876,233,196,Red Sandy,Spray,2,60,Groundnut,Pearl millet,249978,Zaid,4,Cotton,2,140.8,9.9,148.5,5.73,Dolomite Lime + SSP (Single Super Phosphate),5.47
2017,Davangere,5876,233,196,Red Sandy,Spray,2,60,Groundnut,Sesame,249978,Zaid,4,Coconut,2,144.8,13.3,163.7,5.98,SSP (Single Super Phosphate),6.06
2004,Hassan,17,3605.4,41,Red,Basin,864,54,Arecanut,Pepper,216396,Kharif,3,Coconut,1,191.6,13,163.5,6.18,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.51
2004,Hassan,17,3605.4,41,Red,Basin,864,54,Arecanut,Cocoa,216396,Kharif,3,Coffee,2,183.5,14.5,177.3,5.89,MOP (Muriate of Potash),6.88
2004,Hassan,17,3605.4,41,Red,Basin,864,54,Arecanut,Coffee,216396,Kharif,3,Cotton,1,171.4,12.2,185.8,6.2,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.7
2004,Hassan,17,3605.4,41,Red,Basin,864,54,Arecanut,Banana,216396,Kharif,3,Coffee,2,174.2,15.9,184.2,5.97,MOP (Muriate of Potash),6.7
2005,Hassan,3,3605.4,41,Red,Basin,5373,58,Arecanut,Pepper,2644,Kharif,3,Groundnut,1,164.1,10.9,169.8,5.91,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.05
2005,Hassan,3,3605.4,41,Red,Basin,5373,58,Arecanut,Cocoa,2644,Kharif,3,Groundnut,1,167.5,11.7,166.9,6.43,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.49
2005,Hassan,3,3605.4,41,Red,Basin,5373,58,Arecanut,Coffee,2644,Kharif,3,Cashew,1,163.2,13.1,176.4,6.49,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.63
2005,Hassan,3,3605.4,41,Red,Basin,5373,58,Arecanut,Banana,2644,Kharif,3,Groundnut,1,164.5,12.4,198.8,6.41,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.43
2005,Hassan,206,3522.8,27,Gravelly sand,Basin,5373,57,Arecanut,Pepper,200000,Rabi,3,Ginger,2,122.7,6.3,96.8,6.27,MOP (Muriate of Potash),4.81
2005,Hassan,206,3522.8,27,Gravelly sand,Basin,5373,57,Arecanut,Cocoa,200000,Rabi,3,Ginger,2,127.2,7.8,112.9,6,MOP (Muriate of Potash),5.39
2005,Hassan,206,3522.8,27,Gravelly sand,Basin,5373,57,Arecanut,Coffee,200000,Rabi,3,Cashew,1,120.8,5.9,102.9,6.1,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.1
2005,Hassan,206,3522.8,27,Gravelly sand,Basin,5373,57,Arecanut,Banana,200000,Rabi,3,Ginger,2,110.3,6.2,94.6,6.23,MOP (Muriate of Potash),4.66
2006,Hassan,9,3512.4,42,Red,Basin,6589,58,Arecanut,Pepper,44235,Kharif,3,Coffee,2,171.5,13.5,166.2,6.14,MOP (Muriate of Potash),6.37
2006,Hassan,9,3512.4,42,Red,Basin,6589,58,Arecanut,Cocoa,44235,Kharif,3,Cocoa,2,181.3,10.3,173.5,5.89,MOP (Muriate of Potash),6.48
2006,Hassan,9,3512.4,42,Red,Basin,6589,58,Arecanut,Coffee,44235,Kharif,3,Tea,1,162.5,15.9,172.9,6.37,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.83
2006,Hassan,9,3512.4,42,Red,Basin,6589,58,Arecanut,Banana,44235,Kharif,3,Tea,1,170.2,14.1,190.4,6.22,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.58
2006,Hassan,10922,3522.8,27,Gravelly sand,Basin,6589,55,Arecanut,Pepper,4847,Rabi,3,Coconut,1,108.9,7.1,104,6.45,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.79
2006,Hassan,10922,3522.8,27,Gravelly sand,Basin,6589,55,Arecanut,Cocoa,4847,Rabi,3,Pepper,1,123.2,9.8,95,6.31,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.4
2006,Hassan,10922,3522.8,27,Gravelly sand,Basin,6589,55,Arecanut,Coffee,4847,Rabi,3,Cardamum,2,127.5,5.9,92.7,6.32,MOP (Muriate of Potash),5.1
2006,Hassan,10922,3522.8,27,Gravelly sand,Basin,6589,55,Arecanut,Banana,4847,Rabi,3,Cocoa,2,113,9.2,95.6,6.36,MOP (Muriate of Potash),4.95
2007,Hassan,21,3512.4,42,Red,Basin,5107,59,Arecanut,Pepper,203317,Kharif,3,Cocoa,2,168.1,11,166.6,6.37,MOP (Muriate of Potash),6.13
2007,Hassan,21,3512.4,42,Red,Basin,5107,59,Arecanut,Cocoa,203317,Kharif,3,Blackgram,1,186.6,13.1,174.4,6.41,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.85
2007,Hassan,21,3512.4,42,Red,Basin,5107,59,Arecanut,Coffee,203317,Kharif,3,Coffee,2,175.7,14.9,177.6,6.06,MOP (Muriate of Potash),6.91
2007,Hassan,21,3512.4,42,Red,Basin,5107,59,Arecanut,Banana,203317,Kharif,3,Coffee,2,178.5,11.8,189.9,6.15,MOP (Muriate of Potash),6.46
2007,Hassan,51390,3522.8,27,Gravelly sand,Basin,5107,56,Arecanut,Pepper,51239,Rabi,3,Groundnut,1,99.3,9.5,105.4,6.18,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.9
2007,Hassan,51390,3522.8,27,Gravelly sand,Basin,5107,56,Arecanut,Cocoa,51239,Rabi,3,Cardamum,2,126.3,8.1,94.7,6.46,MOP (Muriate of Potash),5.28
2007,Hassan,51390,3522.8,27,Gravelly sand,Basin,5107,56,Arecanut,Coffee,51239,Rabi,3,Paddy,1,115.1,6.7,95.6,6.36,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.06
2007,Hassan,51390,3522.8,27,Gravelly sand,Basin,5107,56,Arecanut,Banana,51239,Rabi,3,Coffee,2,114.8,7.7,125.8,6.35,MOP (Muriate of Potash),5.05
2008,Hassan,11,3512.4,27,Red,Basin,5518,50,Arecanut,Pepper,2134,Kharif,3,Coffee,2,166.1,11.9,169.9,6.32,MOP (Muriate of Potash),6.21
2008,Hassan,11,3512.4,27,Red,Basin,5518,50,Arecanut,Cocoa,2134,Kharif,3,Paddy,1,161.3,13.4,190.5,6.41,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.73
2008,Hassan,11,3512.4,27,Red,Basin,5518,50,Arecanut,Coffee,2134,Kharif,3,Groundnut,1,173.7,14.9,164.4,6.39,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.8
2008,Hassan,11,3512.4,27,Red,Basin,5518,50,Arecanut,Banana,2134,Kharif,3,Cotton,1,165.1,12.4,191.9,5.9,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.33
2008,Hassan,177,2746.2,27.2,Gravelly sand,Basin,5518,54,Arecanut,Pepper,216396,Rabi,3,Coffee,2,99.2,8.6,118.8,6.25,MOP (Muriate of Potash),4.92
2008,Hassan,177,2746.2,27.2,Gravelly sand,Basin,5518,54,Arecanut,Cocoa,216396,Rabi,3,Groundnut,1,117.8,7.7,100.1,6.04,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.2
2008,Hassan,177,2746.2,27.2,Gravelly sand,Basin,5518,54,Arecanut,Coffee,216396,Rabi,3,Cotton,1,97.3,9.5,113.3,6.08,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.24
2008,Hassan,177,2746.2,27.2,Gravelly sand,Basin,5518,54,Arecanut,Banana,216396,Rabi,3,Cardamum,2,108.5,9.7,96.1,6.21,MOP (Muriate of Potash),4.95
2009,Hassan,4,3296,27,Red,Basin,4912,54,Arecanut,Pepper,45186,Kharif,3,Groundnut,1,180.2,13.7,160.7,6.41,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.44
2009,Hassan,4,3296,27,Red,Basin,4912,54,Arecanut,Cocoa,45186,Kharif,3,Coffee,2,197.3,13.4,187.9,6.45,MOP (Muriate of Potash),7.07
2009,Hassan,4,3296,27,Red,Basin,4912,54,Arecanut,Coffee,45186,Kharif,3,Coffee,2,188.3,10.9,183.1,6.22,MOP (Muriate of Potash),6.74
2009,Hassan,4,3296,27,Red,Basin,4912,54,Arecanut,Banana,45186,Kharif,3,Cashew,1,177,14.4,197.4,6.45,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.72
2009,Hassan,10723,2746.2,27.2,Gravelly sand,Basin,4912,58,Arecanut,Pepper,2644,Rabi,3,Tea,1,108,5.6,129.4,6.39,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.83
2009,Hassan,10723,2746.2,27.2,Gravelly sand,Basin,4912,58,Arecanut,Cocoa,2644,Rabi,3,Ginger,2,95,9.6,124.8,6.16,MOP (Muriate of Potash),5.3
2009,Hassan,10723,2746.2,27.2,Gravelly sand,Basin,4912,58,Arecanut,Coffee,2644,Rabi,3,Cashew,1,113.7,7,92.2,6.03,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.05
2009,Hassan,10723,2746.2,27.2,Gravelly sand,Basin,4912,58,Arecanut,Banana,2644,Rabi,3,Coffee,2,122.1,5,103.3,6.08,MOP (Muriate of Potash),4.74
2010,Hassan,15,3296,27,Red,Basin,3830,53,Arecanut,Pepper,238542,Kharif,3,Cashew,1,181.5,15.5,173.9,6.04,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.69
2010,Hassan,15,3296,27,Red,Basin,3830,53,Arecanut,Cocoa,238542,Kharif,3,Cocoa,2,189.5,12.7,169,6.12,MOP (Muriate of Potash),6.81
2010,Hassan,15,3296,27,Red,Basin,3830,53,Arecanut,Coffee,238542,Kharif,3,Tea,1,165.6,11.1,179.9,6.09,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.51
2010,Hassan,15,3296,27,Red,Basin,3830,53,Arecanut,Banana,238542,Kharif,3,Blackgram,1,196.6,12.2,183.2,6.24,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.63
2010,Hassan,51709,3360,27.2,Gravelly sand,Basin,3830,58,Arecanut,Pepper,44235,Rabi,3,Blackgram,1,90.5,8.3,97.1,6.47,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.66
2010,Hassan,51709,3360,27.2,Gravelly sand,Basin,3830,58,Arecanut,Cocoa,44235,Rabi,3,Cocoa,2,95.9,7.1,93.4,6.5,MOP (Muriate of Potash),4.89
2010,Hassan,51709,3360,27.2,Gravelly sand,Basin,3830,58,Arecanut,Coffee,44235,Rabi,3,Cardamum,2,110.1,8,92.7,6.32,MOP (Muriate of Potash),5.1
2010,Hassan,51709,3360,27.2,Gravelly sand,Basin,3830,58,Arecanut,Banana,44235,Rabi,3,Cocoa,2,98.4,9.5,98.2,5.93,MOP (Muriate of Potash),4.8
2011,Hassan,8,3296,27,Red,Basin,4,52,Arecanut,Pepper,1516,Kharif,3,Cocoa,2,161.5,12.8,182.6,5.85,MOP (Muriate of Potash),6.23
2011,Hassan,8,3296,27,Red,Basin,4,52,Arecanut,Cocoa,1516,Kharif,3,Cocoa,2,191,12.7,181,6.11,MOP (Muriate of Potash),6.9
2011,Hassan,8,3296,27,Red,Basin,4,52,Arecanut,Coffee,1516,Kharif,3,Cotton,1,176,13.4,166.2,5.93,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.66
2011,Hassan,8,3296,27,Red,Basin,4,52,Arecanut,Banana,1516,Kharif,3,Blackgram,1,194.5,15.7,174.9,5.99,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.84
2011,Hassan,146,3360,27.1,Gravelly sand,Basin,4,59,Arecanut,Pepper,203317,Rabi,3,Cotton,1,115.8,7,91,5.91,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.7
2011,Hassan,146,3360,27.1,Gravelly sand,Basin,4,59,Arecanut,Cocoa,203317,Rabi,3,Pepper,1,118.6,8.3,91.1,5.96,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.17
2011,Hassan,146,3360,27.1,Gravelly sand,Basin,4,59,Arecanut,Coffee,203317,Rabi,3,Cardamum,2,99.2,8.4,90.8,5.87,MOP (Muriate of Potash),4.92
2011,Hassan,146,3360,27.1,Gravelly sand,Basin,4,59,Arecanut,Banana,203317,Rabi,3,Blackgram,1,122,5.9,116.1,5.97,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.88
2012,Hassan,29,3550,27,Red,Basin,9,51,Arecanut,Pepper,57259,Kharif,3,Coffee,2,164,11.5,188.9,6.4,MOP (Muriate of Potash),6.29
2012,Hassan,29,3550,27,Red,Basin,9,51,Arecanut,Cocoa,57259,Kharif,3,Tea,1,193.2,12.4,186.7,5.94,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.9
2012,Hassan,29,3550,27,Red,Basin,9,51,Arecanut,Coffee,57259,Kharif,3,Tea,1,171.7,15.4,160.5,5.86,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.7
2012,Hassan,29,3550,27,Red,Basin,9,51,Arecanut,Banana,57259,Kharif,3,Cocoa,2,168.3,10.2,167.3,6.21,MOP (Muriate of Potash),6.07
2012,Hassan,10910,3360,27.1,Gravelly sand,Basin,9,50,Arecanut,Pepper,2134,Rabi,3,Ginger,2,106.9,9.5,122.7,6.04,MOP (Muriate of Potash),5.1
2012,Hassan,10910,3360,27.1,Gravelly sand,Basin,9,50,Arecanut,Cocoa,2134,Rabi,3,Cocoa,2,100.4,6.9,113.6,5.99,MOP (Muriate of Potash),5.05
2012,Hassan,10910,3360,27.1,Gravelly sand,Basin,9,50,Arecanut,Coffee,2134,Rabi,3,Ginger,2,115,7,112.1,6.11,MOP (Muriate of Potash),5.2
2012,Hassan,10910,3360,27.1,Gravelly sand,Basin,9,50,Arecanut,Banana,2134,Rabi,3,Coffee,2,101.8,9.7,120.5,5.9,MOP (Muriate of Potash),4.98
2012,Hassan,52119,3296,37,Gravelly sand,Basin,3368,60,Arecanut,Pepper,64409,Rabi,3,Cocoa,2,124.7,7.4,125.8,6.36,MOP (Muriate of Potash),5.12
2012,Hassan,52119,3296,37,Gravelly sand,Basin,3368,60,Arecanut,Cocoa,64409,Rabi,3,Coffee,2,107,5.1,100.7,6.18,MOP (Muriate of Potash),4.88
2012,Hassan,52119,3296,37,Gravelly sand,Basin,3368,60,Arecanut,Coffee,64409,Rabi,3,Groundnut,1,115.3,6.3,95.6,6.38,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.03
2012,Hassan,52119,3296,37,Gravelly sand,Basin,3368,60,Arecanut,Banana,64409,Rabi,3,Cocoa,2,129.4,7.6,96.9,5.99,MOP (Muriate of Potash),4.98
2013,Hassan,1,3550,27,Red,Basin,12,57,Arecanut,Pepper,234779,Kharif,3,Blackgram,1,160.7,15.5,164.7,6.2,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.42
2013,Hassan,1,3550,27,Red,Basin,12,57,Arecanut,Cocoa,234779,Kharif,3,Cotton,1,171,13.3,186.1,6.38,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.79
2013,Hassan,1,3550,27,Red,Basin,12,57,Arecanut,Coffee,234779,Kharif,3,Paddy,1,168.3,10.1,165.5,6.43,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.35
2013,Hassan,1,3550,27,Red,Basin,12,57,Arecanut,Banana,234779,Kharif,3,Groundnut,1,195,13.6,184,6.27,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.74
2013,Hassan,51355,3605.4,27.1,Gravelly sand,Basin,12,54,Arecanut,Pepper,45186,Rabi,3,Coffee,2,97,9.6,106.8,6.07,MOP (Muriate of Potash),4.9
2013,Hassan,51355,3605.4,27.1,Gravelly sand,Basin,12,54,Arecanut,Cocoa,45186,Rabi,3,Ginger,2,110.8,5.2,96.7,6.32,MOP (Muriate of Potash),4.9
2013,Hassan,51355,3605.4,27.1,Gravelly sand,Basin,12,54,Arecanut,Coffee,45186,Rabi,3,Cocoa,2,93.3,8,99.8,6.07,MOP (Muriate of Potash),4.98
2013,Hassan,51355,3605.4,27.1,Gravelly sand,Basin,12,54,Arecanut,Banana,45186,Rabi,3,Cashew,1,101.5,6.8,118.8,6.01,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.79
2014,Hassan,13736,3550,27.2,Red,Basin,2089,57,Arecanut,Pepper,1493,Kharif,3,Cashew,1,182.7,12.9,186.5,6.46,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.57
2014,Hassan,13736,3550,27.2,Red,Basin,2089,57,Arecanut,Cocoa,1493,Kharif,3,Tea,1,189.3,11.3,161.2,5.98,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.62
2014,Hassan,13736,3550,27.2,Red,Basin,2089,57,Arecanut,Coffee,1493,Kharif,3,Pepper,1,183.8,10.3,179.9,6.22,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.62
2014,Hassan,13736,3550,27.2,Red,Basin,2089,57,Arecanut,Banana,1493,Kharif,3,Cotton,1,173.4,14.6,164.3,5.85,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.37
2014,Hassan,160,3605.4,26.8,Gravelly sand,Basin,2089,53,Arecanut,Pepper,238542,Rabi,3,Ginger,2,119.1,7.5,117.5,6.1,MOP (Muriate of Potash),5.02
2014,Hassan,160,3605.4,26.8,Gravelly sand,Basin,2089,53,Arecanut,Cocoa,238542,Rabi,3,Pepper,1,99.9,9.1,122,6.29,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.29
2014,Hassan,160,3605.4,26.8,Gravelly sand,Basin,2089,53,Arecanut,Coffee,238542,Rabi,3,Paddy,1,100.9,8,104.4,5.86,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.99
2014,Hassan,160,3605.4,26.8,Gravelly sand,Basin,2089,53,Arecanut,Banana,238542,Rabi,3,Pepper,1,126.7,5.7,128,6.11,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.01
2015,Hassan,14003,3654,27.2,Red,Basin,2810,60,Arecanut,Pepper,64409,Kharif,3,Coffee,2,167.4,13.3,194.9,6.31,MOP (Muriate of Potash),6.51
2015,Hassan,14003,3654,27.2,Red,Basin,2810,60,Arecanut,Cocoa,64409,Kharif,3,Cocoa,2,192.3,14,187.7,6.39,MOP (Muriate of Potash),7.07
2015,Hassan,14003,3654,27.2,Red,Basin,2810,60,Arecanut,Coffee,64409,Kharif,3,Coconut,1,170,12.9,168.8,6.49,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.63
2015,Hassan,14003,3654,27.2,Red,Basin,2810,60,Arecanut,Banana,64409,Kharif,3,Cocoa,2,197.8,10.2,188.2,6.45,MOP (Muriate of Potash),6.51
2015,Hassan,10912,3605.4,26.8,Gravelly sand,Basin,2810,52,Arecanut,Pepper,1516,Rabi,3,Cashew,1,97.2,7.8,126.6,5.82,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.77
2015,Hassan,10912,3605.4,26.8,Gravelly sand,Basin,2810,52,Arecanut,Cocoa,1516,Rabi,3,Ginger,2,117.9,6.5,127,6.48,MOP (Muriate of Potash),5.29
2015,Hassan,10912,3605.4,26.8,Gravelly sand,Basin,2810,52,Arecanut,Coffee,1516,Rabi,3,Tea,1,127.8,7.4,124.5,6.39,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.44
2015,Hassan,10912,3605.4,26.8,Gravelly sand,Basin,2810,52,Arecanut,Banana,1516,Rabi,3,Coconut,1,102.8,9.1,91.5,6.22,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.81
2016,Hassan,6,3360,40,Red,Basin,972,57,Arecanut,Pepper,200000,Kharif,3,Tea,1,169.2,10.7,163.1,6.29,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.1
2016,Hassan,6,3360,40,Red,Basin,972,57,Arecanut,Cocoa,200000,Kharif,3,Cotton,1,173.6,14.3,162.6,6.02,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.74
2016,Hassan,6,3360,40,Red,Basin,972,57,Arecanut,Coffee,200000,Kharif,3,Cotton,1,181.6,14.7,172.8,6.24,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.92
2016,Hassan,6,3360,40,Red,Basin,972,57,Arecanut,Banana,200000,Kharif,3,Cardamum,2,195.4,13.7,169.3,5.82,MOP (Muriate of Potash),6.53
2016,Hassan,51353,3512.4,26.8,Gravelly sand,Basin,841,51,Arecanut,Pepper,57259,Rabi,3,Cotton,1,124.8,5.1,125,6.17,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.93
2016,Hassan,51353,3512.4,26.8,Gravelly sand,Basin,841,51,Arecanut,Cocoa,57259,Rabi,3,Cotton,1,127.6,9,129.9,6.05,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.61
2016,Hassan,51353,3512.4,26.8,Gravelly sand,Basin,841,51,Arecanut,Coffee,57259,Rabi,3,Cashew,1,120.7,7,109.2,6.24,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.23
2016,Hassan,51353,3512.4,26.8,Gravelly sand,Basin,841,51,Arecanut,Banana,57259,Rabi,3,Ginger,2,124.9,9.9,120.7,6.09,MOP (Muriate of Potash),5.3
2017,Hassan,46990,2996.6,192,Alluvial,Basin,6589,57,Arecanut,Pepper,1493,Kharif,3,Cotton,1,236.9,25.9,211.9,6.58,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.34
2017,Hassan,46990,2996.6,192,Alluvial,Basin,6589,57,Arecanut,Cocoa,1493,Kharif,3,Groundnut,1,234.2,22.3,214.8,6.66,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.66
2017,Hassan,46990,2996.6,192,Alluvial,Basin,6589,57,Arecanut,Coffee,1493,Kharif,3,Ginger,2,221.7,20.1,249.4,6.8,MOP (Muriate of Potash),7.7
2017,Hassan,46990,2996.6,192,Alluvial,Basin,6589,57,Arecanut,Banana,1493,Kharif,3,Groundnut,1,235.4,25.4,210.9,7.16,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.34
2017,Hassan,12,3360,40,Red,Basin,874,55,Arecanut,Pepper,4847,Kharif,3,Groundnut,1,191.5,10.5,176.7,6.42,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.39
2017,Hassan,12,3360,40,Red,Basin,874,55,Arecanut,Cocoa,4847,Kharif,3,Coffee,2,197.8,12.8,184.5,5.92,MOP (Muriate of Potash),6.95
2017,Hassan,12,3360,40,Red,Basin,874,55,Arecanut,Coffee,4847,Kharif,3,Pepper,1,199.6,11.4,197.7,6.25,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.99
2017,Hassan,12,3360,40,Red,Basin,874,55,Arecanut,Banana,4847,Kharif,3,Blackgram,1,184.3,13.1,169.2,5.92,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.43
2017,Hassan,1279,3512.4,37,Gravelly sand,Basin,3550,57,Arecanut,Pepper,234779,Rabi,3,Coffee,2,98.8,5.9,121.2,6.05,MOP (Muriate of Potash),4.71
2017,Hassan,1279,3512.4,37,Gravelly sand,Basin,3550,57,Arecanut,Cocoa,234779,Rabi,3,Cotton,1,92.3,9.8,125.4,6.45,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.29
2017,Hassan,1279,3512.4,37,Gravelly sand,Basin,3550,57,Arecanut,Coffee,234779,Rabi,3,Groundnut,1,129.8,5.9,105.8,6.33,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.21
2017,Hassan,1279,3512.4,37,Gravelly sand,Basin,3550,57,Arecanut,Banana,234779,Rabi,3,Cocoa,2,117.8,5.8,122.6,5.96,MOP (Muriate of Potash),4.87
2018,Hassan,103,2996.6,193,Alluvial,Basin,5107,60,Arecanut,Pepper,64409,Kharif,3,Cardamum,2,229,24.3,229.6,6.91,MOP (Muriate of Potash),7.4
2018,Hassan,103,2996.6,193,Alluvial,Basin,5107,60,Arecanut,Cocoa,64409,Kharif,3,Coffee,2,223.7,27,213.3,6.59,MOP (Muriate of Potash),7.65
2018,Hassan,103,2996.6,193,Alluvial,Basin,5107,60,Arecanut,Coffee,64409,Kharif,3,Tea,1,255.5,27.6,243.1,7.07,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.7
2018,Hassan,103,2996.6,193,Alluvial,Basin,5107,60,Arecanut,Banana,64409,Kharif,3,Cardamum,2,246.2,24.4,204.3,6.79,MOP (Muriate of Potash),7.29
2018,Hassan,3,3605.4,41,Red,Basin,592,56,Arecanut,Pepper,51239,Kharif,3,Coffee,2,174.9,11.6,188.9,6.15,MOP (Muriate of Potash),6.4
